territory_id,revision_number,sub_total,log_sub_total,order_dow,order_month,is_weekend
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,2433.47,7.797484352687925,1,10,0
0ad4c625-bb65-4376-8a41-0a65719b0db8,8.0,782.99,6.66439626516702,1,10,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,49.97,3.93123722435195,6,9,1
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,699.0982,6.55122061091857,2,1,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,2181.5625,7.688254924188037,5,3,1
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,2071.4196,7.636472092529572,6,5,1
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,35.23,3.5898875049069856,4,7,0
5b963d6f-3cda-4843-ade2-0cb22c0eccaf,8.0,35616.8319,10.480601687500977,1,10,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,540.387,6.2941343650707084,2,2,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,564.99,6.338576410202582,5,11,1
25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,8.0,2398.97,7.783211516257912,0,2,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,2071.4196,7.636472092529572,5,3,1
e0e3bac4-790e-4617-84b3-be0c2bdb7070,8.0,3578.27,8.182914147987624,3,1,0
0ad4c625-bb65-4376-8a41-0a65719b0db8,8.0,1764.96,7.476449730850764,2,4,0
1e179cbb-7db9-4a66-aa94-e6fb9b3d613e,8.0,10771.536,9.284755211327065,0,12,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,2406.94,7.786526889174758,2,12,0
0ad4c625-bb65-4376-8a41-0a65719b0db8,8.0,1891.26,7.545527160889278,1,3,0
25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,8.0,29496.174,10.292049741128954,2,4,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,3578.27,8.182914147987624,1,12,0
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,94.48,4.558916801470629,2,9,0
e0e3bac4-790e-4617-84b3-be0c2bdb7070,8.0,2181.5625,7.688254924188037,4,6,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,782.99,6.66439626516702,6,11,1
e0e3bac4-790e-4617-84b3-be0c2bdb7070,8.0,2484.94,7.81840613662252,6,8,1
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,39.98,3.7130841428107537,3,12,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,39.99,3.7133281345162463,4,10,0
1e179cbb-7db9-4a66-aa94-e6fb9b3d613e,8.0,1692.4137,7.434501711408119,2,8,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,22.93,3.175132901920282,5,12,1
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,14.98,2.7713379403381286,3,6,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,2369.96,7.771050215404328,5,6,1
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,3578.27,8.182914147987624,0,10,0
7559c9bb-7906-435e-934d-82cfee38295e,8.0,2698.176,7.900701820228759,5,6,1
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,2319.26,7.749434527346615,6,6,1
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,2175.8024,7.685612290004261,3,3,0
0ad4c625-bb65-4376-8a41-0a65719b0db8,8.0,2359.46,7.766611794280383,4,11,0
0ad4c625-bb65-4376-8a41-0a65719b0db8,8.0,1155.48,7.053136187963809,0,4,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,2398.47,7.783003158615433,4,4,0
25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,8.0,31.97,3.49559805708364,0,3,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,74.98,4.330470147759479,1,10,0
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,712.27,6.569860030359433,0,8,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,4.99,1.7900914121273581,3,6,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,21.98,3.1346242724206097,0,4,0
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,100.09,4.616011209165967,1,10,0
e0e3bac4-790e-4617-84b3-be0c2bdb7070,8.0,162.99,5.099805450355355,3,3,0
0ad4c625-bb65-4376-8a41-0a65719b0db8,8.0,27.28,3.342154841028372,5,9,1
e0e3bac4-790e-4617-84b3-be0c2bdb7070,8.0,166.28,5.1196690551203785,2,4,0
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,73.96,4.316954637930166,4,1,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,2362.27,7.767801532191507,4,10,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,2492.32,7.821370434692532,1,8,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,2049.0982,7.625642973424193,0,12,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,2415.47,7.79006307655879,1,2,0
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,81.46,4.412313327278754,2,12,0
e0e3bac4-790e-4617-84b3-be0c2bdb7070,8.0,1174.48,7.069431853798804,2,12,0
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,736.1455,6.6027852946851855,0,10,0
e0e3bac4-790e-4617-84b3-be0c2bdb7070,8.0,2407.04,7.786568417586427,6,11,1
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,3578.27,8.182914147987624,1,4,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,2334.97,7.756182501399899,2,12,0
e0e3bac4-790e-4617-84b3-be0c2bdb7070,8.0,1000.4375,6.909191746768099,0,8,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,71.58,4.284689401784925,5,3,1
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,2359.96,7.7668235949682565,5,8,1
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,13.98,2.7067159780890733,3,3,0
e0e3bac4-790e-4617-84b3-be0c2bdb7070,8.0,553.97,6.318914058231408,1,11,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,742.35,6.611166997059359,6,11,1
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,1000.4375,6.909191746768099,6,5,1
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,29.93,3.4317265866969784,2,1,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,1120.49,7.022413437290996,5,7,1
0ad4c625-bb65-4376-8a41-0a65719b0db8,8.0,3374.99,8.124443893626152,1,6,0
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,74.98,4.330470147759479,5,11,1
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,61.97,4.142658422500651,2,1,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,3578.27,8.182914147987624,4,7,0
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,1466.01,7.290981594752332,6,9,1
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,3578.27,8.182914147987624,0,3,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,2181.5625,7.688254924188037,4,11,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,45.22,3.8334126048462345,0,12,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,2.29,1.1908875647772805,3,4,0
25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,8.0,36.27,3.618188713491167,2,9,0
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,78.98,4.381776603418673,3,4,0
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,2482.23,7.8173154111014895,3,11,0
0ad4c625-bb65-4376-8a41-0a65719b0db8,8.0,68.97,4.248066578757805,0,6,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,36.59,3.6267380575760866,2,11,0
7559c9bb-7906-435e-934d-82cfee38295e,8.0,403.8704,6.003567015895614,3,11,0
5b963d6f-3cda-4843-ade2-0cb22c0eccaf,8.0,3427.4236,8.139855842678552,6,7,1
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,2322.28,7.750735259299305,4,9,0
0ad4c625-bb65-4376-8a41-0a65719b0db8,8.0,69.97,4.262257252536892,3,5,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,574.98,6.356072937870839,1,8,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,699.0982,6.55122061091857,4,8,0
25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,8.0,588.96,6.380054737991301,5,9,1
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,2049.0982,7.625642973424193,4,1,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,2329.98,7.7540440589903685,3,10,0
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,29.99,3.433664571799657,1,10,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,197.88,5.292701627762401,1,10,0
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,79.47,4.387884444158042,4,6,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,2049.0982,7.625642973424193,4,11,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,2071.4196,7.636472092529572,6,3,1
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,2529.93,7.836342103110113,3,3,0
0ad4c625-bb65-4376-8a41-0a65719b0db8,8.0,588.96,6.380054737991301,0,2,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,13.98,2.7067159780890733,4,4,0
e0e3bac4-790e-4617-84b3-be0c2bdb7070,8.0,1502.9869,7.315874794365469,0,4,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,1759.97,7.473620072575968,1,3,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,599.47,6.397712681904051,5,4,1
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,49.99,3.9316295350670645,6,3,1
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,250.83,5.528754256689711,0,10,0
0ad4c625-bb65-4376-8a41-0a65719b0db8,8.0,32.27,3.5046560900303856,0,10,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,69.99,4.262539022051294,5,8,1
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,2419.06,7.791547612231811,3,7,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,1184.46,7.077886163898682,6,12,1
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,539.99,6.29340079438729,4,12,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,2457.33,7.807237536606788,6,4,1
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,782.99,6.66439626516702,2,6,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,3578.27,8.182914147987624,5,6,1
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,1466.01,7.290981594752332,2,4,0
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,569.92,6.347249094761568,0,5,0
0ad4c625-bb65-4376-8a41-0a65719b0db8,8.0,563.77,6.336418568621011,4,5,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,564.48,6.337674927998832,3,1,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,848.47,6.744612625597289,1,12,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,44.22,3.811539466849824,5,11,1
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,75191.9599,11.227812887204395,3,6,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,71.94,4.289637185380534,5,8,1
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,74.46,4.323602714536165,5,10,1
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,699.0982,6.55122061091857,6,1,1
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,2181.5625,7.688254924188037,2,6,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,2324.92,7.751870938678015,5,5,1
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,45.24,3.833845224364122,1,10,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,1274.33,7.150960247632907,2,1,0
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,59.48,4.102312731871278,3,7,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,45845.4516,10.733053083195733,4,6,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,58.47,4.085471983718502,4,4,0
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,429.06,6.063924733837243,4,2,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,60.47,4.118549250918918,3,3,0
0ad4c625-bb65-4376-8a41-0a65719b0db8,8.0,5031.8056,8.523732880955885,6,12,1
0ad4c625-bb65-4376-8a41-0a65719b0db8,8.0,2378.95,7.77483475804148,0,11,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,1000.4375,6.909191746768099,5,1,1
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,14.98,2.7713379403381286,5,10,1
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,638.95,6.4613900483018005,3,6,0
5b963d6f-3cda-4843-ade2-0cb22c0eccaf,8.0,482.6262,6.181312294278906,0,4,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,2297.28,7.7399162960688725,0,5,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,57142.9416,10.953328654854726,5,12,1
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,2419.06,7.791547612231811,1,10,0
e0e3bac4-790e-4617-84b3-be0c2bdb7070,8.0,23.78,3.2100368762009963,2,3,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,54.98,4.0249944840873075,0,10,0
0ad4c625-bb65-4376-8a41-0a65719b0db8,8.0,7.28,2.1138429683971682,6,12,1
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,599.47,6.397712681904051,3,12,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,2443.35,7.8015345178941935,6,3,1
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,132.95,4.897466595990617,1,7,0
25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,8.0,799.48,6.685211547739895,6,3,1
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,2071.4196,7.636472092529572,1,11,0
5b963d6f-3cda-4843-ade2-0cb22c0eccaf,8.0,38496.048,10.558336842011498,1,7,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,62.98,4.158570534521372,3,6,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,36.59,3.6267380575760866,4,9,0
0ad4c625-bb65-4376-8a41-0a65719b0db8,8.0,31.73,3.4882920885130893,2,9,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,624.97,6.439302446629056,2,1,0
25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,8.0,36.96,3.636532973741727,3,8,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,839.48,6.733973157205652,6,3,1
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,3578.27,8.182914147987624,5,7,1
e0e3bac4-790e-4617-84b3-be0c2bdb7070,8.0,1170.48,7.066023185672372,4,12,0
e0e3bac4-790e-4617-84b3-be0c2bdb7070,8.0,36831.1713,10.514126962357883,4,2,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,2071.4196,7.636472092529572,5,3,1
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,574.98,6.356072937870839,1,3,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,39.98,3.7130841428107537,1,8,0
0ad4c625-bb65-4376-8a41-0a65719b0db8,8.0,7.28,2.1138429683971682,6,8,1
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,1249.84,7.131570604605451,2,3,0
e0e3bac4-790e-4617-84b3-be0c2bdb7070,8.0,659.96,6.493693323648454,0,12,0
e0e3bac4-790e-4617-84b3-be0c2bdb7070,8.0,2049.0982,7.625642973424193,3,11,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,2396.96,7.782373654881198,1,12,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,1174.48,7.069431853798804,4,11,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,2329.98,7.7540440589903685,6,10,1
1e179cbb-7db9-4a66-aa94-e6fb9b3d613e,8.0,606.996,6.410168302997157,4,3,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,2181.5625,7.688254924188037,5,6,1
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,259.09,5.561027724964261,0,9,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,565.47,6.339424122313817,5,9,1
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,93.48,4.548388171889107,6,3,1
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,2439.99,7.800158973702881,6,2,1
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,29.98,3.4333418349887226,6,11,1
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,819.46,6.709865158580058,6,9,1
e0e3bac4-790e-4617-84b3-be0c2bdb7070,8.0,2071.4196,7.636472092529572,1,11,0
25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,8.0,539.99,6.29340079438729,1,3,0
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,74.46,4.323602714536165,4,4,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,742.35,6.611166997059359,5,3,1
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,2351.96,7.763429389007857,2,1,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,1155.48,7.053136187963809,1,5,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,38.98,3.6883793290722537,6,8,1
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,32.6,3.5145260669691587,2,11,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,2433.04,7.797307707266177,1,10,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,2821.566,7.94540167927567,2,4,0
e0e3bac4-790e-4617-84b3-be0c2bdb7070,8.0,2443.35,7.8015345178941935,5,5,1
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,782.99,6.66439626516702,2,8,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,69.97,4.262257252536892,6,8,1
25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,8.0,38.98,3.6883793290722537,3,3,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,1145.48,7.044451657749816,1,10,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,1292.81,7.165346632749903,0,2,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,48.594,3.903869858671759,4,2,0
e0e3bac4-790e-4617-84b3-be0c2bdb7070,8.0,23.78,3.2100368762009963,2,11,0
e0e3bac4-790e-4617-84b3-be0c2bdb7070,8.0,1155.48,7.053136187963809,1,7,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,2364.96,7.768939138224669,4,2,0
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,2419.06,7.791547612231811,5,4,1
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,24.27,3.2296179214001026,0,12,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,49.97,3.93123722435195,2,3,0
25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,8.0,2181.5625,7.688254924188037,4,3,0
e0e3bac4-790e-4617-84b3-be0c2bdb7070,8.0,29.48,3.4170707308184456,5,10,1
e0e3bac4-790e-4617-84b3-be0c2bdb7070,8.0,1155.48,7.053136187963809,1,1,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,3578.27,8.182914147987624,5,9,1
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,2478.04,7.815626667443538,0,11,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,159.0,5.075173815233827,4,4,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,2.29,1.1908875647772805,0,1,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,14.98,2.7713379403381286,5,2,1
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,29.98,3.4333418349887226,2,10,0
0ad4c625-bb65-4376-8a41-0a65719b0db8,8.0,2329.98,7.7540440589903685,2,4,0
25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,8.0,2329.99,7.754048349022265,5,1,1
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,69.97,4.262257252536892,1,8,0
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,64.97,4.1892000932347795,5,5,1
e0e3bac4-790e-4617-84b3-be0c2bdb7070,8.0,186.28,5.232604823182656,3,2,0
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,614.96,6.423182026360212,0,7,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,1000.4375,6.909191746768099,5,4,1
0ad4c625-bb65-4376-8a41-0a65719b0db8,8.0,553.97,6.318914058231408,4,2,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,592.27,6.3856496073477,6,6,1
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,3578.27,8.182914147987624,2,9,0
0ad4c625-bb65-4376-8a41-0a65719b0db8,8.0,27830.1316,10.233910514850319,4,2,0
5b963d6f-3cda-4843-ade2-0cb22c0eccaf,8.0,2458.9178,7.807883213733981,4,6,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,1725.98,7.454129497303709,5,11,1
e0e3bac4-790e-4617-84b3-be0c2bdb7070,8.0,1147.77,7.04644708374685,2,10,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,69.99,4.262539022051294,5,7,1
25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,8.0,98.96,4.604770105966751,3,1,0
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,74.46,4.323602714536165,1,12,0
25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,8.0,25.48,3.2763897310688073,6,2,1
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,49.97,3.93123722435195,3,4,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,575.71,6.357339540509178,0,5,0
25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,8.0,2378.95,7.77483475804148,0,8,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,561.48,6.3323555778909055,5,1,1
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,27.77,3.3593331775634567,6,5,1
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,28.98,3.4005304926744517,4,9,0
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,894.24,6.797091838751928,4,3,0
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,3578.27,8.182914147987624,2,3,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,2181.5625,7.688254924188037,4,9,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,165.28,5.1136731143844365,3,8,0
0ad4c625-bb65-4376-8a41-0a65719b0db8,8.0,791.32,6.674965350616122,3,5,0
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,92.48,4.537747509670657,6,5,1
25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,8.0,2334.98,7.756186782267631,0,1,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,3578.27,8.182914147987624,6,10,1
0ad4c625-bb65-4376-8a41-0a65719b0db8,8.0,38.98,3.6883793290722537,2,5,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,539.99,6.29340079438729,1,4,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,3578.27,8.182914147987624,4,10,0
5b963d6f-3cda-4843-ade2-0cb22c0eccaf,8.0,2995.188,8.00509609300217,2,4,0
0ad4c625-bb65-4376-8a41-0a65719b0db8,8.0,67.97,4.2336716274432,6,12,1
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,56.97,4.059925635351641,3,12,0
25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,8.0,2433.04,7.797307707266177,5,8,1
1e179cbb-7db9-4a66-aa94-e6fb9b3d613e,8.0,40433.3035,10.607433800205358,6,12,1
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,2413.48,7.789239221990824,0,12,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,2181.5625,7.688254924188037,3,5,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,69.99,4.262539022051294,2,3,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,2443.35,7.8015345178941935,1,12,0
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,3374.99,8.124443893626152,0,12,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,574.98,6.356072937870839,3,3,0
5b963d6f-3cda-4843-ade2-0cb22c0eccaf,8.0,1915.542,7.558277799529606,1,7,0
e0e3bac4-790e-4617-84b3-be0c2bdb7070,8.0,2466.32,7.81088782031851,0,11,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,34.99,3.5832411220909393,6,11,1
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,27.96,3.365915567517516,1,5,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,2294.99,7.738919402029275,3,11,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,2384.07,7.776983752996558,1,8,0
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,2453.04,7.805490925056515,0,2,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,35.0,3.58351893845611,1,6,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,2049.0982,7.625642973424193,3,8,0
e0e3bac4-790e-4617-84b3-be0c2bdb7070,8.0,38.98,3.6883793290722537,4,8,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,23.97,3.217675104291682,0,10,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,2462.55,7.809358678104415,2,11,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,7.28,2.1138429683971682,0,7,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,902.46,6.806231836777749,3,8,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,2049.0982,7.625642973424193,0,5,0
0ad4c625-bb65-4376-8a41-0a65719b0db8,8.0,69.97,4.262257252536892,2,9,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,2049.0982,7.625642973424193,3,2,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,57449.604,10.958680796711628,4,11,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,1147.77,7.04644708374685,6,11,1
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,588.96,6.380054737991301,1,10,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,782.99,6.66439626516702,6,4,1
e0e3bac4-790e-4617-84b3-be0c2bdb7070,8.0,2049.0982,7.625642973424193,3,2,0
25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,8.0,2398.05,7.78282810464001,5,12,1
